listing_id,id,date,reviewer_id,reviewer_name,comments
955446,77055842,2016-05-30,26696805,Todd,"The listing was accurate and the apartment was very nice.  It is modern and comfortable, and you will not be disappointed.  The location is fantastic if you want to be in the center of all things Toronto.  You can walk almost anywhere you would want to go in Toronto from the apartment.  You need a key fob to get into the building and the common areas of the building so make sure it works.  Sam was available, easy to reach and helped when the key fob (battery) needed to be replaced and when we needed more towels.  I recommend this apartment and Sam."
955446,81787365,2016-06-25,21151176,Indumathi,The location was perfect and the apartment was lovely. Very secured parking facility. It was very convenient to move around with everything being within walking distance. All in all we had a great time and we will definitely return for another stay. :)
955446,86505032,2016-07-16,1783112,Carolyn,"We stay here every time we come to Toronto and love it! The place is always clean, the location is convenient and Sam is always available to answer questions. Thank you Sam!"
955446,97237545,2016-08-26,84408935,Khaled,Great location. Close to all amenities. Clean and looks same as in the pictures. Sam was a good host and was available at all times on the phone. 
955446,98114641,2016-08-29,78710085,Joseph,"Stayed here for 3 nights and was perfect for me and my 4 friends. Clean, close to the CN tower, Rodgers Center and the ACC, also a TON of restaurants and nightlife. Sam was a great host and was available whenever we needed him. 5/5"
955446,99644067,2016-09-05,64802154,Jon,Amazing location in the heart of the entertainment district.
955446,102175079,2016-09-17,14666927,Liam,"We had a fabulous time in Toronto! Sam's condo was beautiful and had everything we could want. The condo's in the heart of Downtown so it's very close to many of Toronto's famous sites, and close to many lovely streets with great eateries, and also close to the subway. There was a very good supermarket on Peter's Street just 5 minutes walk from the condo. The concierge staff were very friendly and helpful. I would definitely recommend Sam's place :-)"
955446,103933881,2016-09-25,33333548,Monica,"Enjoyed staying at Sam's place. Great location with in walking distance to CN tower, ACC, Roger's Center and other downtown attractions. There were some toiletries missing the first night that we arrived and Sam replenished the items the following day while we were out exploring the city. The building also has a good sized gym with lots of equipment and a nice roof top patio to hang out and enjoy some of the cities view."
955446,124716355,2017-01-02,37990020,Sara,"Both myself and my boyfriend had an amazing stay at Sam's condo! We stayed in Toronto at his place over the holidays for a little over a week, and we had no complaints! The location was amazing, as it is walking distance to great restaurants, excellent nightlife, and everything else that downtown Toronto has to offer. When we come back to Toronto, we will definitely be staying there again! Thanks so much Sam :) "
955446,164454550,2017-06-27,97530290,Richard,Place is just as described and in a great downtown location - convenient to everything.
955446,192523881,2017-09-10,43148740,Saman,Nice place with a great location.
955446,204125594,2017-10-16,143333669,Sagar,I had a nice stay at Sam’s. This location is really Nice!!
955446,206079086,2017-10-23,126293201,Peter,"Great location. Close to a many attractions and transit. Nice apartment. Has everything you need. Just as advertised. 

Uber sometimes has a tough time because GPS gets messed up in the area."
955446,208679877,2017-11-02,38952334,Lucimar,"Apartamento impecável, muito confortável e prático, prédio muito seguro, localização excelente perto de tudo. Recomendo!"
955446,238292477,2018-02-25,27879716,Christopher,"If you want a well located place that feels like a home away from home I cannot recommend this units highly enough.  5 minute walk to the subway, ten minutes from the Leafs game and plenty of restaurants!  There is even a Starbucks in the building!"
955446,241567480,2018-03-09,89898382,Michael,Great place!!
955446,246043226,2018-03-24,168496766,Nasrin,"The place was clean, spacious and as shown in the pictures. The location was ideal for getting around on foot and also very close to the streetcar and subway. We were very happy with our choice and would definitely stay here again!"
955446,270126027,2018-05-28,25735627,Steven,Exceptionally clean and decorated nicely.  Great location in the Entertainment district and close to all tourist sites.  Great value.
955446,278195004,2018-06-17,85137998,Rebecca,This is a great condo.  It is exactly as pictured.  The beds are comfortable and everything you need is there (although you may have to supplement paper products).  The location is unbeatable!
955446,282912552,2018-06-28,181517785,Marcia,Close to everything and well equipped.  Good shower and very clean.  
955446,287100508,2018-07-07,134768120,Mellissa,Very nice apartment to accommodate a family of 5.  Excellent location.  Would book this place again in the future.
955446,295546736,2018-07-23,120951511,Laura,"Great place with an amazing location. It's clean, has indoor parking and a nice balcony with view of CN tower. Sam was very responsive to any issues we had. I would definitely recommend it! "
955446,298696408,2018-07-29,173225828,Brittany,"The place was great, and can't beat price for the location, close to everything. Would stay again in the future!"
955446,302995161,2018-08-06,152571948,Erin,"The location of this condo is wonderful. It is in the entertainment district of downtown Toronto. Many bars, restaurants, and clubs are a short walk away or a cheap ride.  A great place to stay if you love to see cities on foot or bike"
955446,309712275,2018-08-18,156440600,Ostap,"Sam's Condo is an excellent place to stay, particularly if you are working a tradeshow at the convention center. Great restaurants, bars, etc. all within walking distance. Very nice set up of apartment. Outstanding amenities, including a top floor gym. Sam is also an outstanding host and is easy to get in touch with."
955446,312508247,2018-08-23,107227787,夏霏,"和房东联系很不方便,车库钥匙的事没有提前通知我们"
955446,335925434,2018-10-13,75409714,Hackett,"Nice location, nice place, nice stay for travelers"
955446,414076931,2019-02-18,242082409,Kamal,No comments
6140766,35270134,2015-06-16,10845677,Jean-Philippe,"Carol and Dan have been outstanding hosts! 
Dan offered a complete tour of the apartment and made sure we were comfortable. A big plus is the parking lot at back as paragon tends to be tricky in Toronto. The location is ideal! Close to restaurants, bars, and shops. Ideal for any young professional visiting the city. "
6140766,35888043,2015-06-22,36085748,Andrew,Carol and Daniel we're great hosts with a great spot in a great location. I highly recommend their listing to anyone looking for a nice stay in Toronto.
6140766,36574866,2015-06-29,33934396,Steve,Lovely pad true to its description with lots of space and in a lovely neighbourhood. Perfect for exploring on foot!
6140766,41277310,2015-08-05,21400560,Melissa,I LOVEDDDDDD how cozy this rental was. The hosts were amazing and easy to communicate with. It was perfectly centered and easy to commute to every place we were going. Thank you so much Dan!! 
6140766,43406756,2015-08-19,7988656,Robert,"Carol and Dan did everything to make us feel comfortable and were available in spite of our somewhat unpredictable needs. The place is lovely and lived-in, full of character and with everything we needed. The backyard is a nice addition, and the location can't be beat -- we didn't need a car once in our four day stay, and we had a blast.

I'd recommend this place to anyone looking for somewhere to stay."
6140766,46140234,2015-09-08,12508821,Robert,"Dan was very welcoming and gave us a lot of great advice regarding the neighborhood. The apartment is clean and spacious, with very comfortable beds . The neighborhood has  lots of great outdoor restaurants and coffee shops. It was great having parking spaces and the tree lined streets were wonderful!"
6140766,46642295,2015-09-12,2856994,Christina,"My parents and I enjoyed our stay. Upon our early arrival, we met Dan, he gave us a tour of the home and gave us some architectural history on the home, and gave us plenty suggestions to visit. he arrived many hours early, and the last guests had just checked-out; de allowed us to leave our bags and take a copy of the keys while he thoroughly tidy up the place.

The apartment is beautiful and is much more spacious than the photos illustrate. Both bedrooms are comfortable. I slept in the extra living/study room that had such a comfortable futon bed; there was additional comfort with an added tempurpedic padding. I enjoyed the large modern bathroom and the large fully stocked kitchen! Also, if you have a car, there is private parking for you in the back of the house. 

Dan made himself available when we had questions on where to purchase beer (note: Toronto has special retailers you'd have to purchase alcohol from).

The neighborhood is a gem. It was my first time in Toronto, and I'm glad I stayed where I did. There are plenty of great hip food and bar options. It's safe, and pretty local. Also, the streets cars stops are a short walking distance away and taxi's are easy to wave down.

Overall, I'm very happy with my booking and I would absolutely love to stay here again!
"
6140766,49926785,2015-10-07,16246537,Dirk,"We can highly recommend Carol's and Dan's apartment. It is exactly as described and a very spacious place. After being confronted with a canceled AirBnB booking Dan was so nice to come to our ""rescue"". Initially we booked an apartment downtown but we would always return to Dan's and Carol's place because Little Portugal is a very charming part of the town we otherwise might have never seen. And with the streetcar it is easy to access downtown. Most of the time we walked (ok, you have to walk for a few minutes but when the weather is nice its takes you along many nice shops, restaurants, bars etc.). ...lots to see. The area of the apartment offers all you need in close walking distance (e.g. grocery stores). Dan was very helpful and responsive when an issue with the plumbing and the washer popped up. If you're looking for a nice place to stay close to downtown: go for it."
6140766,50971708,2015-10-16,1636735,Susan,"Our host Dan met us at the door.  He took the time to label the bell with my name in order for me to gain access to the apartment.  The apartment was spotless.  The kitchen was well stocked.  Dan encouraged us to use any supplies needed. He pointed out the towels and cleaning supplies.  He showed us where the laundry was and let us know the yard was for our exclusive use.  He had made up the sofa bed as we needed it in addition to the master suite.
He provided us also with the internet code. Neighbourhood is awesome.  It is quiet, safe and has quirky shops.  It is well connected with transit to downtown."
6140766,51454066,2015-10-20,43733064,Hilton,"Dan was very welcoming, friendly and helpful.
The apartment was spacious and clean. Bathroom great, bedroom a good size, we love King size beds!
Location excellent. 
The entrance to the house where the apartment is located was musty  smelling and uninviting. Outside of windows could do with a good cleaning.
"
6140766,58745046,2016-01-04,3257402,Matt & Emily,"My husband and I were so happy to have stayed in Carol and Dan's apartment during our first trip to Toronto. They graciously accommodated us with short noticde. Not only was the apartment beautiful, spacious and comfortable, it was in the PERFECT location for exploring the city. There were countless wonderful restaurants, bars, coffee shops and boutiques within a short walk of the apartment (some of our favorites were Union restaurant and Jimmy's coffee) and it was a very easy bus or street car ride to other areas of Toronto. We would definitely stay in Carol and Dan's place again the next time we're in town. "
6140766,62646839,2016-02-15,53876385,Resha,"My friends and I got the lovely opportunity to stay at carols and dans place for the weekend. The house itself was really cute and neat, with everything accessible to you in hands reach. The neighbourhood was really nice as well you could pretty much walk to anywhere and explore the near by attractions and little shops. Dan was a wonderful host. My over all experience was a great one"
6140766,69002203,2016-04-08,2366204,Sean,Carol and Dan were great hosts. It's a nice spacious apartment in a good part of the West End. Would highly recommend.
6140766,71819598,2016-04-28,11545845,Erin,"We needed a place to stay in our neighbourhood while undergoing renovations to our home.  Carol and Dan were extremely responsive and the check in and check out process were both excellent.  We did not take advantage of their local knowledge (living in the area ourselves) but based on checking in, I'm sure they would be very helpful. The space was charming and quirky, nice to have a king sized bed, and the kitchen was well-equipped to meet our short-term needs.  Thanks Carol and Dan!"
6140766,72192759,2016-05-01,36867449,Marc,"We had a terrific stay at 194 Dovercourt. Dan was a great host, the apartment was comfortable and roomy. The neighborhood is great and we enjoyed the nearby restaurants located  very closeby. The parking spot also came in very handy. We hope to come back again. "
6140766,75985548,2016-05-24,18642695,Quentin,"Great place to visit the city, in a lively neighbourhood! The flat is much bigger than the photos suggest. It was a pleasure to spend a few days the, and the parking spot is very handy! Dan himself was very responsive and helpful. "
6140766,77424657,2016-05-31,2788711,Paul,"Overall we enjoyed our stay. Dan (and his cohorts) were very welcoming and informative. The apartment was spacious; the bedroom was comfortable and the bathroom newly renovated. The kitchen and living room were a little dated and could use some work. The area is fantastic; our daughter lives nearby and introduced us to the local hotspots, esp the Luna cafe, where we got our Americanos every morning. We would stay here again."
6140766,79478783,2016-06-13,50397620,Watershed,Duncan and Morgan had a great stay and loved the space. Also the neighbourhood was amazing! Everything was smooth and we will definitely be booking again for future trips. 
6140766,80971794,2016-06-20,44591784,Vikas,"Dan was awesome. Possibly the fastest confirmation in the history of Airbnb. I was left in a real jam, as my previous booking, which was accepted, flaked out and didn't get back to me. I'm in the middle of renovations and needed a place badly. 

Dan and Carol's place looked cool and is in a really nice part of downtown Toronto. 

The apartment was clean, and well designed. 

Beautiful old house. 

Nice bathroom!

King sized bed with comfy pillows. 

Dan stayed in touch to ensure I had everything I needed.

I highly recommend Dan and Carol's place. "
6140766,82469300,2016-06-27,53696797,Kale,"Dan met my son and I when we arrived, as was previously arranged. He took the time to explain the rental unit and all facilities. The space itself was plenty big for two people with full kitchen, bedroom and bathroom. Wonderful area of the city, central yet quiet at the same time. We had a great stay here."
6140766,83956939,2016-07-04,57161166,Christopher,"Our stay at Dan and Carol's was fantastic. Dan was very accommodating and met us as soon as we arrived in Toronto, helping us to get settled and giving us a tour of the home. He was quick to respond to any questions we had over the weekend. Many amenities were included in the house, including coffee, a dishwasher, fresh sheets and towels. We will definitely consider staying with them again if we are in the city."
6140766,87856870,2016-07-22,71688039,Thomas,The cats loved the duvet; we loved the neighbourhood. Great location. 
6140766,89031151,2016-07-26,83424499,Anh,Great location. Walkable to plenty of restaurants and shops. Convenient access to street car lines to get around the rest of the city. The apartment was charming and as described. 
6140766,90455745,2016-08-01,28340039,Andrew,"Dan and Carol's place is great - clean, roomy, comfortable. The neighborhood is really fun with good restaurants, bicycle friendly and safe. Dan is relaxed and helpful. We loved our stay here and would come back."
6140766,124741316,2017-01-02,2366204,Sean,"Dan and Carol were really great hosts: friendly, responsive and easy to  communicate with, and exceptionally generous in how they facilitated our specific needs and situation (our stay was a comparatively long one). The apartment is very comfortable and homey (it's got everything you'd need and lots of space), and it's located in a great part of the city, with Queen, Ossington and Dundas all less than 5 minutes walk away. In short, I can't recommend the apartment, or hosts, highly enough - a perfect spot to stay in West Downtown.

 
"
6140766,136098605,2017-03-08,33971950,Correy,Recommend! Place was big for two people and perfect for a stay in Toronto. Welcoming and answered any questions we had. 
6140766,147603423,2017-04-27,126625402,Henry,Great location and a really nice apartment for one or two people! Excellent kitchen.
6140766,151858004,2017-05-14,42924405,Beth,"The apartment was large and comfortable and in a perfect location to explore a very eclectic area of Toronto with interesting shops and wonderful restaurants.  The secure parking and being pet friendly was greatly appreciated.  Communication and check in and out were excellent.  We walked everywhere and felt part of the neighbourhood.
Thank you Carol and Dan."
6140766,155725947,2017-05-28,2184472,Jonathan,"This home was very comfortable and spacious for four guests, and the secondary bed was comfy too.  Dan greeted us upon arrival and showed us all of the amenities.  Kitchen is large and fully equipped for cooking.  Bathroom has been fully updated and has a nice shower.  This is an older home in a neighbourhood of homes that have ""history"" and many have been renovated; real ""character"" in the area.  One long block walk to a stretch of Ossington Street with numerous hip restaurants and pubs.  Street car and bus on Queen Street nearby for easy access to downtown.  A great one-week stay in a delightful area.  Thanks to our hosts!"
6140766,162177023,2017-06-19,40772912,Lucie,"Comfortable. clean and has everything you need.  Great location with onsite parking.  Quick bus ride to CN Tower, aquarium.  Great restaurants close by.  Check in was easy and Doug was very helpful and quick to answer all our questions.  If you are looking for a great, clean, comfortable place to stay that is centrally located then you will be very happy to stay at Carol's Place."
6140766,164790341,2017-06-29,1822499,Meredith,"Dan and Carol's place was great.  The location was perfect - very close to lots of fun restaurants, groceries, and shops and with easy access to public transportation.  We had a car with us but never really needed it.  It was also perfect for our toddler, since we were in walking distance to lots of playgrounds and parks.  It is an apartment, so the extra bedroom where she slept had a little noise from the neighbors above (footsteps, the occasional voice), but nothing out of the ordinary.  The main bedroom was completely quiet.  Comfortable, cozy, and lots of character.  We'd definitely return!"
6140766,166768928,2017-07-04,784127,John,This place was PERFECT.  It was in the best location full of shops and bars and restaurants.  Had we not stayed here we would have been in this neighborhood the entire trip.  Carol and Dan were attentive but respected privacy.  Best trip in a long time!
6140766,168937537,2017-07-10,129908993,David,"Dan et Carol sont très accueillants et très arrangeants (avons pu quitter les lieux plus tard que prévu). L'appartement est bien situé avec bus et tramway accessible à pied (5 à 10min). Il y a une place de parking qui est utile. Par contre, attention l'appartement est un peu bruyant avec les voisins."
6140766,172073498,2017-07-19,40212816,Alex,"-Easy check-in
-Great location
-Accomodating: they let us stash our bags there on the last day after checkout while we explored town more
-Beautiful home in a lovely neighborhood"
6140766,174014826,2017-07-24,126368520,Paul,"Dan and Carol’s apartment is large and well-stocked.  Both beds were very comfortable.  We loved the neighbourhood and location – close to many shops, restaurants, transit and a large park.  The secure parking spot was a welcome bonus.  Dan and Carol were very attentive and provided great recommendations for the area.  Dan met us in person to ensure we had everything we needed. We really enjoyed our stay – thanks Dan and Carol!"
6140766,174970439,2017-07-27,129025523,Rapha,Une très belle place! Près de tout et du quartier branché. Idéal pour jeune couple ou amies voulant venir séjourné et visiter. 
6140766,176327796,2017-07-30,45922285,Amanda,"Carol and Dan's place was so fantastic. The location was perfect, the bed was amazing, and everything exceeded my expectations!"
6140766,178488867,2017-08-05,116828769,Li,Very nice  we will booking next time. 
6140766,180917709,2017-08-11,28982551,Lisa,The area was fantastic. We particularly enjoyed Trinity Bellwood Park where we took our 4 year old pretty much every day during our stay. Dan and Carol were excellent in responding to any query we had.
6140766,182409372,2017-08-14,520273,Francis,"Perfect neighbourhood. Amazing spot in TO.
I got in the city unfortunately late and Dan was there, waiting for me. Super chill.
The flat is huge and clean.
I had a fantastic time!"
6140766,185047830,2017-08-20,50363043,Edwin,Great location. Off street parking was a plus. Awesome neighborhood. wpuld definitely stay again.
6140766,187724355,2017-08-27,137122840,Sharon,Dan was a great host! He was very helpful and the unit was in a great location. Definitely gonna stay there again. Thank you so much
6140766,190438677,2017-09-04,694238,Kerry,"We are vey happy we stayed at Dan and Carol's. Right from the start, they were cheerful and helpful in our communications and easy to reach at all times. Dan greeted us genially on our arriva,helped us with our bags, and gave us an extensive tour of the place with thorough  information about how everything  worked,checking to be sure the TV was set up properly, and left us a map of the area with all the high points and restaurants etc . We loved the huge and comfortable king-size bed with beside lamps for reading, There was lots of closet space, and lots of towels and hot water in the modern bathroom. It is a spacious apartment, bigger than we expected. I really enjoyed the large kitchen area and found it quite charming .There were many staples already supplied and lots of room in the fridge for our groceries. It was an excellent location for us, being on a residential street with large trees, but very close to the shops on Queen West.Dan had thoughtfully made up the bed in the cubby for our son and, best of all, left us TWO sets of keys, so we could each go our merry ways. He also very graciously let us leave our bags in the apartment to collect later, after we checked out, as our flight was  in the evening, A really great host.
You should be aware that, as Dan states in his description, it is an older home. I didn't notice any noise problem, but my husband found the footsteps and talking from the apt upstairs distracting, although they were not overly loud. It is really  nice that there is a backyard and barbecue with the apartment, but it does need a gardener's touch this year. All in all, we were very pleased wit our stay here and would be happy to rent here again."
6140766,192953941,2017-09-11,14340766,Erik,"Everything as described, super spacious apartment, awesome location, and really responsive host."
6140766,194024082,2017-09-15,133244261,Daniel,"We had a great time at Dan and Carol's place. Much larger than expected and in a fantastic neighbourhood with loads of brilliant bars and restaurants on the doorstep. Decor is really cool, hosts quick to respond to any queries. Highly recommended."
6140766,195220885,2017-09-18,144190046,Sharon,Excellent Airbnb! Dan was a great host. Very knowledgeable about the suite and the area. The parking spot was a terrific addition.
6140766,221710982,2017-12-27,10888538,Cynthia,"We had a very pleasant Christmas visit to Toronto, staying at Carol and Dan's place.  Dan met my husband on arrival and introduced him to the house and the apartment.  He provided sets of keys for both of us which was much appreciated.  The apartment is perfect for visiting this large city.  It is centrally located and within a short walk of bus and streetcar routes that connect to the subway system, so the apartment makes a good base for exploring the city.  For those with a car, there is a free parking space.  The apartment is also extremely spacious and the kitchen has every utensil and piece of cooking equipment you could ask for.  This makes it great for guests who are planning a longish stay and want to make most of their own meals.  There is also a den with a desk where we could set up our laptop.  It's also handy to have access to the laundry room.  Carol and Dan were super prompt in responding to any questions that we had during our stay."
6140766,223741923,2018-01-01,32005823,Jay,"Really lovely place, close to downtown. Friendly host."
6140766,236154617,2018-02-18,129039825,Dawn,"Great space in a wonderful location! The kitchen is a beautiful space and well stocked. The neighbourhood has many amenities that are walking distance - groceries, public transportation and a park, most notably. The hosts were very quick to respond to us whenever we needed them."
6140766,242217242,2018-03-11,163434841,Jaicha,This place is just as pictured. The bathroom was definitely my favorite part - so beautiful and clean. Then entire place was cozy and clean. Dan was nice enough to get us a newspaper with “things to do in Toronto”. Very nice and personable.
6140766,249703770,2018-04-02,171892018,Camille,"Nice old house with “vintage” look. Near nice shops and restaurants as well as park...Carol and Dan were really nice and responded quickly to any questions. 
Can hear the people living upstairs and heating a little noisy and warm. Found the house a little “dusty”"
6140766,259766774,2018-05-02,143924853,Guy,Great apartment and responsive hosts
6140766,261479154,2018-05-06,4413297,Christopher,Great place. High ceilings. Back yard with barbecue and parking. Amazing location in the best neighbourhood in Toronto. Can’t ask for much more.
6140766,264269806,2018-05-13,17010870,Dane,Had a great stay at Carol and Dan's spot. I always enjoy staying in this neighborhood and it was nice to stay in a large spot that even had a backyard! I would definitely stay here again next time I'm in Toronto.
6140766,268289140,2018-05-24,750638,Julia,"Carol & Dan's place could not have been more perfectly located--loved the neighborhood, and all the great restaurants, fun shops, and beautiful park within a ten minute walk (especially our favorite new breakfast place right across the street). The apartment was a spacious, clean, comfortable home base for our family's week in Toronto, and Carol and Dan were super-accommodating to us and our toddler."
6140766,270559001,2018-05-29,5307283,Maria,This is an ideal location to stay in Toronto.  There is a lot in walking distance and easy access to any place else.   A parking space was also a great bonus!  It was very comfortable and clean and very well supplied.  Don's intro and instructions were so helpful that we never needed to call!  He had already answered all questions.  I have no hesitations recommending this place.  
6140766,273008660,2018-06-04,1959347,Sean,"This was definitely one of the best AirBnBs we ever stayed at. The area was great with everything close by and easy access to downtown, huge place with everything we could need and some nice extras too. We'd definitely recommend it and stay again."
6140766,275685832,2018-06-11,67432765,Susan,"Carol and Dan’s apartment is spacious, well located and really clean. The photos show what you get and the location is close to public transportation. The parking on premises was a boon."
6140766,276736242,2018-06-14,19532207,Amy,"Carol was so, so accommodating with our last-minute request as our family rushed into town for the birth of our daughter. Although I didn’t stay at her place, the guests had only glowing things to say about the space and would certainly stay there again!"
6140766,278211163,2018-06-17,24370194,Rylee,Charming space and good location just outside of the downtown core. 
6140766,282557477,2018-06-27,1686684,David,"Beautiful space, centrally located it was easy to navigate anywhere in the city. great amenities. Easy communication."
