host_id,host_url,host_name,id,latitude,longitude,number_of_reviews,price,property_type,thumbnail_url,listing_url,host_picture_url,host_is_superhost,host_identity_verified
1615266,https://www.airbnb.com/users/show/1615266,Lewelyn,499590,43.75809,-79.31778,1,$200.00,House,,https://www.airbnb.com/rooms/499590,https://a0.muscache.com/im/users/1615266/profile_pic/1405541603/original.jpg?aki_policy=profile_x_medium,f,f
2577688,https://www.airbnb.com/users/show/2577688,Cameron,529089,43.64262,-79.40315,0,$66.00,Condominium,,https://www.airbnb.com/rooms/529089,https://a0.muscache.com/im/users/2577688/profile_pic/1339124413/original.jpg?aki_policy=profile_x_medium,f,f
2586974,https://www.airbnb.com/users/show/2586974,Yin,537679,43.62575,-79.48815,0,$200.00,Apartment,,https://www.airbnb.com/rooms/537679,https://a0.muscache.com/im/users/2586974/profile_pic/1376911969/original.jpg?aki_policy=profile_x_medium,f,f
227740,https://www.airbnb.com/users/show/227740,Bojan,563542,43.657070000000004,-79.41011,1,$99.00,Apartment,,https://www.airbnb.com/rooms/563542,https://a0.muscache.com/im/users/227740/profile_pic/1285007731/original.jpg?aki_policy=profile_x_medium,f,t
2821694,https://www.airbnb.com/users/show/2821694,B,573489,43.67673,-79.42318,0,$350.00,House,,https://www.airbnb.com/rooms/573489,https://a0.muscache.com/im/users/2821694/profile_pic/1341351848/original.jpg?aki_policy=profile_x_medium,f,f
2741309,https://www.airbnb.com/users/show/2741309,Sean,613695,43.65958,-79.41257,0,$75.00,Apartment,,https://www.airbnb.com/rooms/613695,https://a0.muscache.com/im/users/2741309/profile_pic/1441050598/original.jpg?aki_policy=profile_x_medium,f,t
3096162,https://www.airbnb.com/users/show/3096162,Brigitt,624190,43.69032,-79.35236,0,$450.00,Apartment,,https://www.airbnb.com/rooms/624190,https://a0.muscache.com/im/pictures/1c113594-fd1e-4f91-9e0a-043e5fb794a9.jpg?aki_policy=profile_x_medium,f,f
3057451,https://www.airbnb.com/users/show/3057451,Jessica,627217,43.67368,-79.46032,0,$100.00,Parking Space,,https://www.airbnb.com/rooms/627217,https://a0.muscache.com/im/users/3057451/profile_pic/1343661306/original.jpg?aki_policy=profile_x_medium,f,f
1132399,https://www.airbnb.com/users/show/1132399,Unal,650032,43.66792,-79.37955,0,$138.00,Apartment,,https://www.airbnb.com/rooms/650032,https://a0.muscache.com/im/users/1132399/profile_pic/1328075071/original.jpg?aki_policy=profile_x_medium,t,t
3346401,https://www.airbnb.com/users/show/3346401,Frank,662562,43.65653,-79.36296999999999,0,$50.00,Apartment,,https://www.airbnb.com/rooms/662562,https://a0.muscache.com/im/users/3346401/profile_pic/1345703479/original.jpg?aki_policy=profile_x_medium,f,t
2942180,https://www.airbnb.com/users/show/2942180,Jerry,669162,43.66675,-79.37549,0,$225.00,Apartment,,https://www.airbnb.com/rooms/669162,https://a0.muscache.com/im/users/2942180/profile_pic/1346080916/original.jpg?aki_policy=profile_x_medium,f,f
3395349,https://www.airbnb.com/users/show/3395349,Suzanna,670171,43.657540000000004,-79.45896,0,$250.00,House,,https://www.airbnb.com/rooms/670171,https://a0.muscache.com/im/users/3395349/profile_pic/1348791317/original.jpg?aki_policy=profile_x_medium,f,f
1919294,https://www.airbnb.com/users/show/1919294,Toronto Suite Rentals,733160,43.63985,-79.39556,0,$229.00,Apartment,,https://www.airbnb.com/rooms/733160,https://a0.muscache.com/im/users/1919294/profile_pic/1423455438/original.jpg?aki_policy=profile_x_medium,f,t
304551,https://www.airbnb.com/users/show/304551,Kintoo,755263,43.66101,-79.40961999999999,1,$80.00,Apartment,,https://www.airbnb.com/rooms/755263,https://a0.muscache.com/im/users/304551/profile_pic/1319378136/original.jpg?aki_policy=profile_x_medium,t,f
4019741,https://www.airbnb.com/users/show/4019741,Peter,762472,43.65018,-79.36801,0,$139.00,Apartment,,https://www.airbnb.com/rooms/762472,https://a0.muscache.com/im/users/4019741/profile_pic/1351658221/original.jpg?aki_policy=profile_x_medium,f,t
1581404,https://www.airbnb.com/users/show/1581404,Jessica Joy,775965,43.653940000000006,-79.44922,1,$133.00,Loft,,https://www.airbnb.com/rooms/775965,https://a0.muscache.com/im/users/1581404/profile_pic/1326049772/original.jpg?aki_policy=profile_x_medium,f,f
4111007,https://www.airbnb.com/users/show/4111007,Stephanie,779670,43.67687,-79.38436,0,$401.00,House,,https://www.airbnb.com/rooms/779670,https://a0.muscache.com/im/users/4111007/profile_pic/1352569847/original.jpg?aki_policy=profile_x_medium,f,f
844281,https://www.airbnb.com/users/show/844281,Richard,788710,43.64503,-79.45254,1,$80.00,Apartment,,https://www.airbnb.com/rooms/788710,https://a0.muscache.com/im/users/844281/profile_pic/1312112015/original.jpg?aki_policy=profile_x_medium,f,t
4340437,https://www.airbnb.com/users/show/4340437,Ted,827774,43.68141,-79.3353,0,$84.00,House,,https://www.airbnb.com/rooms/827774,https://a0.muscache.com/im/pictures/ae191af7-2ead-4fe9-9bfe-183a188af2e6.jpg?aki_policy=profile_x_medium,f,t
2575031,https://www.airbnb.com/users/show/2575031,Johnny,840608,43.66299,-79.41230999999999,0,$220.00,Apartment,,https://www.airbnb.com/rooms/840608,https://a0.muscache.com/im/users/2575031/profile_pic/1339099266/original.jpg?aki_policy=profile_x_medium,f,f
1930866,https://www.airbnb.com/users/show/1930866,Drea,842016,43.685359999999996,-79.40745,0,$67.00,Apartment,,https://www.airbnb.com/rooms/842016,https://a0.muscache.com/im/users/1930866/profile_pic/1331856513/original.jpg?aki_policy=profile_x_medium,f,t
4534248,https://www.airbnb.com/users/show/4534248,Nida,864193,43.78345,-79.44525,0,$118.00,Apartment,,https://www.airbnb.com/rooms/864193,https://a0.muscache.com/im/users/4534248/profile_pic/1356921633/original.jpg?aki_policy=profile_x_medium,f,t
4575743,https://www.airbnb.com/users/show/4575743,Anne,880158,43.66838,-79.31300999999999,1,$159.00,House,,https://www.airbnb.com/rooms/880158,https://a0.muscache.com/im/pictures/f14664ab-889d-4aa3-bcd9-5db38a291ce2.jpg?aki_policy=profile_x_medium,f,f
1118847,https://www.airbnb.com/users/show/1118847,Tm,1060025,43.7723,-79.41779,0,$42.00,House,,https://www.airbnb.com/rooms/1060025,https://a0.muscache.com/im/users/1118847/profile_pic/1315337666/original.jpg?aki_policy=profile_x_medium,f,t
3018516,https://www.airbnb.com/users/show/3018516,Ruth,1061160,43.65785,-79.42024,0,$121.00,Apartment,,https://www.airbnb.com/rooms/1061160,https://a0.muscache.com/im/users/3018516/profile_pic/1365256364/original.jpg?aki_policy=profile_x_medium,f,t
1618054,https://www.airbnb.com/users/show/1618054,Nick,1066060,43.668,-79.31430999999999,0,$175.00,House,,https://www.airbnb.com/rooms/1066060,https://a0.muscache.com/im/users/1618054/profile_pic/1434034265/original.jpg?aki_policy=profile_x_medium,f,f
5986152,https://www.airbnb.com/users/show/5986152,Seung-Rak,1092179,43.761179999999996,-79.40863,0,$100.00,Condominium,,https://www.airbnb.com/rooms/1092179,https://a0.muscache.com/im/users/5986152/profile_pic/1407497119/original.jpg?aki_policy=profile_x_medium,f,t
6264339,https://www.airbnb.com/users/show/6264339,Simon,1142246,43.63662,-79.40539,1,$100.00,Condominium,,https://www.airbnb.com/rooms/1142246,https://a0.muscache.com/im/pictures/27a3d843-8fa2-4367-aff2-1ced51f09bcc.jpg?aki_policy=profile_x_medium,f,t
6318013,https://www.airbnb.com/users/show/6318013,Sean,1152834,43.732929999999996,-79.22099,0,$79.00,Bed and breakfast,,https://www.airbnb.com/rooms/1152834,https://a0.muscache.com/im/pictures/547cbe31-a4d6-44ef-8288-40fee06771f3.jpg?aki_policy=profile_x_medium,f,t
6373335,https://www.airbnb.com/users/show/6373335,Max,1163556,43.70541,-79.4435,0,$175.00,House,,https://www.airbnb.com/rooms/1163556,https://a0.muscache.com/im/users/6373335/profile_pic/1379369577/original.jpg?aki_policy=profile_x_medium,f,f
6795122,https://www.airbnb.com/users/show/6795122,Sarit,1246937,43.68023,-79.42381999999999,0,$210.00,House,,https://www.airbnb.com/rooms/1246937,https://a0.muscache.com/im/users/6795122/profile_pic/1399482534/original.jpg?aki_policy=profile_x_medium,f,t
6865871,https://www.airbnb.com/users/show/6865871,Matthew,1260644,43.65733,-79.3701,0,$300.00,House,,https://www.airbnb.com/rooms/1260644,https://a0.muscache.com/im/pictures/4ea27fae-8396-40c3-9156-adadeaad42c3.jpg?aki_policy=profile_x_medium,f,t
6964666,https://www.airbnb.com/users/show/6964666,Sam,1290415,43.64314,-79.43236,0,$60.00,Apartment,,https://www.airbnb.com/rooms/1290415,https://a0.muscache.com/im/users/6964666/profile_pic/1442168794/original.jpg?aki_policy=profile_x_medium,f,f
1664538,https://www.airbnb.com/users/show/1664538,John,1431142,43.65945,-79.36854,0,$100.00,House,,https://www.airbnb.com/rooms/1431142,https://a0.muscache.com/im/users/1664538/profile_pic/1403630115/original.jpg?aki_policy=profile_x_medium,f,f
7479216,https://www.airbnb.com/users/show/7479216,Amy,1456245,43.806340000000006,-79.17113,0,$55.00,House,,https://www.airbnb.com/rooms/1456245,https://a0.muscache.com/im/users/7479216/profile_pic/1375558056/original.jpg?aki_policy=profile_x_medium,f,f
7892856,https://www.airbnb.com/users/show/7892856,Rustom,1475114,43.63177,-79.56097,0,$130.00,House,,https://www.airbnb.com/rooms/1475114,https://a0.muscache.com/im/users/7892856/profile_pic/1375466203/original.jpg?aki_policy=profile_x_medium,f,f
8135652,https://www.airbnb.com/users/show/8135652,Sumi,1524783,43.681940000000004,-79.45018,1,$70.00,House,,https://www.airbnb.com/rooms/1524783,https://a0.muscache.com/im/users/8135652/profile_pic/1432149385/original.jpg?aki_policy=profile_x_medium,f,t
3816235,https://www.airbnb.com/users/show/3816235,Aaron,1534574,43.65827,-79.44611,1,$100.00,Apartment,,https://www.airbnb.com/rooms/1534574,https://a0.muscache.com/im/pictures/fe82f5da-17c3-4150-93ca-219df5d15b26.jpg?aki_policy=profile_x_medium,f,t
8188893,https://www.airbnb.com/users/show/8188893,Neda,1535534,43.76944,-79.36906,1,$84.00,Apartment,,https://www.airbnb.com/rooms/1535534,https://a0.muscache.com/im/pictures/user/16cde4c4-dd3b-4577-ad79-b3312d02b758.jpg?aki_policy=profile_x_medium,f,f
2396097,https://www.airbnb.com/users/show/2396097,Jeff (Jean-Francois),1545032,43.66341,-79.33861999999999,0,$291.00,House,,https://www.airbnb.com/rooms/1545032,https://a0.muscache.com/im/users/2396097/profile_pic/1389879124/original.jpg?aki_policy=profile_x_medium,f,t
8692710,https://www.airbnb.com/users/show/8692710,Robyn,1636762,43.67321,-79.33529,1,$80.00,Apartment,,https://www.airbnb.com/rooms/1636762,https://a0.muscache.com/im/pictures/752721a8-516e-4051-a883-a22b746e2835.jpg?aki_policy=profile_x_medium,f,t
1664538,https://www.airbnb.com/users/show/1664538,John,1649059,43.658359999999995,-79.36819,1,$188.00,House,,https://www.airbnb.com/rooms/1649059,https://a0.muscache.com/im/users/1664538/profile_pic/1403630115/original.jpg?aki_policy=profile_x_medium,f,f
8759833,https://www.airbnb.com/users/show/8759833,Evelyn,1651605,43.75585,-79.49061,0,$40.00,House,,https://www.airbnb.com/rooms/1651605,https://a0.muscache.com/im/users/8759833/profile_pic/1378857986/original.jpg?aki_policy=profile_x_medium,f,f
8780810,https://www.airbnb.com/users/show/8780810,Margo,1656292,43.65473,-79.45893000000001,1,$205.00,Apartment,,https://www.airbnb.com/rooms/1656292,https://a0.muscache.com/im/users/8780810/profile_pic/1378940170/original.jpg?aki_policy=profile_x_medium,f,f
2708114,https://www.airbnb.com/users/show/2708114,Evan,1687406,43.64356,-79.40075999999999,0,$200.00,Apartment,,https://www.airbnb.com/rooms/1687406,https://a0.muscache.com/im/users/2708114/profile_pic/1351820699/original.jpg?aki_policy=profile_x_medium,f,t
1716838,https://www.airbnb.com/users/show/1716838,Nina,1704151,43.64488,-79.38958000000001,0,$275.00,Apartment,,https://www.airbnb.com/rooms/1704151,https://a0.muscache.com/im/users/1716838/profile_pic/1379978619/original.jpg?aki_policy=profile_x_medium,f,f
6739062,https://www.airbnb.com/users/show/6739062,Toronto Condo,1738256,43.670559999999995,-79.38456,1,$113.00,Apartment,,https://www.airbnb.com/rooms/1738256,https://a0.muscache.com/im/pictures/849f6d8d-959f-4abe-b2f9-95ce651ebe94.jpg?aki_policy=profile_x_medium,f,t
9173353,https://www.airbnb.com/users/show/9173353,Asli And Selcuk,1747337,43.670840000000005,-79.4576,1,$129.00,House,,https://www.airbnb.com/rooms/1747337,https://a0.muscache.com/im/users/9173353/profile_pic/1380681762/original.jpg?aki_policy=profile_x_medium,f,f
4162773,https://www.airbnb.com/users/show/4162773,Heather,1750120,43.664629999999995,-79.43215,0,$100.00,House,,https://www.airbnb.com/rooms/1750120,https://a0.muscache.com/im/users/4162773/profile_pic/1366258291/original.jpg?aki_policy=profile_x_medium,f,t
1553458,https://www.airbnb.com/users/show/1553458,Jay,1759486,43.638709999999996,-79.5378,0,$50.00,Condominium,,https://www.airbnb.com/rooms/1759486,https://a0.muscache.com/im/users/1553458/profile_pic/1394061931/original.jpg?aki_policy=profile_x_medium,f,f
4917449,https://www.airbnb.com/users/show/4917449,Bedis,1780979,43.66981,-79.40158000000001,0,$64.00,Apartment,,https://www.airbnb.com/rooms/1780979,https://a0.muscache.com/im/users/4917449/profile_pic/1376651956/original.jpg?aki_policy=profile_x_medium,f,f
8517502,https://www.airbnb.com/users/show/8517502,Robyn,1830535,43.6404,-79.41526,0,$110.00,Condominium,,https://www.airbnb.com/rooms/1830535,https://a0.muscache.com/im/users/8517502/profile_pic/1382407232/original.jpg?aki_policy=profile_x_medium,f,t
9702660,https://www.airbnb.com/users/show/9702660,Catherine,1859944,43.65548,-79.40555,0,$100.00,Apartment,,https://www.airbnb.com/rooms/1859944,https://a0.muscache.com/im/users/9702660/profile_pic/1418183578/original.jpg?aki_policy=profile_x_medium,f,f
9713198,https://www.airbnb.com/users/show/9713198,Andrea,1862196,43.66462,-79.46289,1,$40.00,House,,https://www.airbnb.com/rooms/1862196,https://a0.muscache.com/im/pictures/b24405ea-fa65-487f-9a9a-379be3884417.jpg?aki_policy=profile_x_medium,f,f
9974366,https://www.airbnb.com/users/show/9974366,Sarmad,1925448,43.65043,-79.37441,1,$76.00,Apartment,,https://www.airbnb.com/rooms/1925448,https://a0.muscache.com/im/pictures/f8c5aa0d-6861-4083-803b-2d08ed0b1d1b.jpg?aki_policy=profile_x_medium,f,t
9110998,https://www.airbnb.com/users/show/9110998,Raquel,1997637,43.69797,-79.39397,0,$90.00,Apartment,,https://www.airbnb.com/rooms/1997637,https://a0.muscache.com/im/users/9110998/profile_pic/1386121040/original.jpg?aki_policy=profile_x_medium,f,f
6616887,https://www.airbnb.com/users/show/6616887,Sara,2020201,43.639309999999995,-79.53586,1,$200.00,Apartment,,https://www.airbnb.com/rooms/2020201,https://a0.muscache.com/im/users/6616887/profile_pic/1369754561/original.jpg?aki_policy=profile_x_medium,f,f
10574280,https://www.airbnb.com/users/show/10574280,Alan,2067408,43.663470000000004,-79.46313,0,$88.00,House,,https://www.airbnb.com/rooms/2067408,https://a0.muscache.com/im/users/10574280/profile_pic/1386810887/original.jpg?aki_policy=profile_x_medium,f,t
10578094,https://www.airbnb.com/users/show/10578094,Payam,2068172,43.781009999999995,-79.41743000000001,1,$119.00,Apartment,,https://www.airbnb.com/rooms/2068172,https://a0.muscache.com/im/pictures/fbbf5d8d-5e4f-4c25-af43-d185dc3e7bb2.jpg?aki_policy=profile_x_medium,f,t
2892745,https://www.airbnb.com/users/show/2892745,Matt,2104845,43.64882,-79.43393,1,$150.00,Apartment,,https://www.airbnb.com/rooms/2104845,https://a0.muscache.com/im/users/2892745/profile_pic/1342023624/original.jpg?aki_policy=profile_x_medium,f,t
2811178,https://www.airbnb.com/users/show/2811178,David,2115361,43.68161,-79.32611,0,$100.00,House,,https://www.airbnb.com/rooms/2115361,https://a0.muscache.com/im/pictures/43750fbb-b20a-423d-95b9-78df91c03094.jpg?aki_policy=profile_x_medium,t,t
10830387,https://www.airbnb.com/users/show/10830387,Mark,2123691,43.62567,-79.49070999999999,1,$90.00,Apartment,,https://www.airbnb.com/rooms/2123691,https://a0.muscache.com/im/users/10830387/profile_pic/1389307680/original.jpg?aki_policy=profile_x_medium,f,f
3583509,https://www.airbnb.com/users/show/3583509,Caroline,2158885,43.65291,-79.42997,1,$44.00,Apartment,,https://www.airbnb.com/rooms/2158885,https://a0.muscache.com/im/users/3583509/profile_pic/1426609834/original.jpg?aki_policy=profile_x_medium,f,t
7341708,https://www.airbnb.com/users/show/7341708,Vitaly,2165577,43.63997,-79.39551,0,$170.00,Apartment,,https://www.airbnb.com/rooms/2165577,https://a0.muscache.com/im/pictures/b50057e0-b088-46e7-a0de-4925c1b7fb31.jpg?aki_policy=profile_x_medium,f,t
2441074,https://www.airbnb.com/users/show/2441074,Sarah,2298592,43.65987,-79.40974,0,$40.00,House,,https://www.airbnb.com/rooms/2298592,https://a0.muscache.com/im/users/2441074/profile_pic/1390959808/original.jpg?aki_policy=profile_x_medium,f,f
11827037,https://www.airbnb.com/users/show/11827037,Clara,2316010,43.668820000000004,-79.37524,1,$46.00,Apartment,,https://www.airbnb.com/rooms/2316010,https://a0.muscache.com/im/users/11827037/profile_pic/1391225096/original.jpg?aki_policy=profile_x_medium,f,t
11917344,https://www.airbnb.com/users/show/11917344,Maria,2333145,43.63702,-79.38138000000001,0,$125.00,Apartment,,https://www.airbnb.com/rooms/2333145,https://a0.muscache.com/im/pictures/6d89837e-7bea-43f2-a423-fdb349b6343d.jpg?aki_policy=profile_x_medium,f,t
11508116,https://www.airbnb.com/users/show/11508116,Jonathan,2334361,43.7875,-79.37301,0,$95.00,House,,https://www.airbnb.com/rooms/2334361,https://a0.muscache.com/im/pictures/user/a7a0754e-f546-4725-b8c9-45968e7cccfb.jpg?aki_policy=profile_x_medium,f,t
12391900,https://www.airbnb.com/users/show/12391900,Joe,2424754,43.65502,-79.43573,0,$84.00,Apartment,,https://www.airbnb.com/rooms/2424754,https://a0.muscache.com/im/users/12391900/profile_pic/1392837527/original.jpg?aki_policy=profile_x_medium,f,t
12929845,https://www.airbnb.com/users/show/12929845,Nikki,2525251,43.64702,-79.39285,0,$210.00,Apartment,,https://www.airbnb.com/rooms/2525251,https://a0.muscache.com/im/users/12929845/profile_pic/1394312960/original.jpg?aki_policy=profile_x_medium,f,t
12987171,https://www.airbnb.com/users/show/12987171,Monika,2536191,43.65446,-79.47851999999999,0,$143.00,House,,https://www.airbnb.com/rooms/2536191,https://a0.muscache.com/im/users/12987171/profile_pic/1394467874/original.jpg?aki_policy=profile_x_medium,f,f
13130261,https://www.airbnb.com/users/show/13130261,John,2564746,43.64377,-79.4513,0,$35.00,House,,https://www.airbnb.com/rooms/2564746,https://a0.muscache.com/im/pictures/ae181690-f112-4772-b123-0dad1b2fb42b.jpg?aki_policy=profile_x_medium,f,f
6169934,https://www.airbnb.com/users/show/6169934,Fahad,2606989,43.6432,-79.37961999999999,1,$871.00,Apartment,,https://www.airbnb.com/rooms/2606989,https://a0.muscache.com/im/users/6169934/profile_pic/1367371447/original.jpg?aki_policy=profile_x_medium,f,t
13352980,https://www.airbnb.com/users/show/13352980,Alan,2607519,43.669909999999994,-79.37772,0,$46.00,Apartment,,https://www.airbnb.com/rooms/2607519,https://a0.muscache.com/im/pictures/8b5a37ad-1ed8-4e9f-9d2f-be05bd5ee817.jpg?aki_policy=profile_x_medium,f,f
377846,https://www.airbnb.com/users/show/377846,Nick & Nena,2624082,43.62206,-79.38306999999999,0,$267.00,Boat,,https://www.airbnb.com/rooms/2624082,https://a0.muscache.com/im/users/377846/profile_pic/1395598670/original.jpg?aki_policy=profile_x_medium,f,t
1664538,https://www.airbnb.com/users/show/1664538,John,2684891,43.65814,-79.3693,0,$125.00,House,,https://www.airbnb.com/rooms/2684891,https://a0.muscache.com/im/users/1664538/profile_pic/1403630115/original.jpg?aki_policy=profile_x_medium,f,f
2670579,https://www.airbnb.com/users/show/2670579,Gail,2739617,43.64437,-79.44164,1,$401.00,House,,https://www.airbnb.com/rooms/2739617,https://a0.muscache.com/im/users/2670579/profile_pic/1400620671/original.jpg?aki_policy=profile_x_medium,f,f
8995143,https://www.airbnb.com/users/show/8995143,Cyn M,2794713,43.65129,-79.43545,0,$80.00,Apartment,,https://www.airbnb.com/rooms/2794713,https://a0.muscache.com/im/pictures/c2a73243-17fa-4ee0-bd13-9c2af5119a0d.jpg?aki_policy=profile_x_medium,f,t
11356378,https://www.airbnb.com/users/show/11356378,Robyn,2799238,43.67005,-79.35056999999999,1,$250.00,House,,https://www.airbnb.com/rooms/2799238,https://a0.muscache.com/im/users/11356378/profile_pic/1399217665/original.jpg?aki_policy=profile_x_medium,f,t
